year,state,pct,sex,median_wage,STATEFP,NAME,region,value
2003,AZ,0.7058865052147365,Female,600,04,Arizona,arizona,0.7058865052147365
2003,CA,0.7196863332397325,Female,692,06,California,california,0.7196863332397325
2003,CO,0.7000281668779181,Female,646.175,08,Colorado,colorado,0.7000281668779181
2003,CT,0.6545396099046034,Female,692.3,09,Connecticut,connecticut,0.6545396099046034
2003,DC,0.7777739259053826,Female,673.07,11,District of Columbia,district of columbia,0.7777739259053826
2003,DE,0.6964285714285714,Female,614.25,10,Delaware,delaware,0.6964285714285714
2003,FL,0.6862772587655014,Female,538.46,12,Florida,florida,0.6862772587655014
2003,GA,0.7777777777777778,Female,560,13,Georgia,georgia,0.7777777777777778
2003,HI,0.8727113133940182,Female,671.115,15,Hawaii,hawaii,0.8727113133940182
2003,IA,0.703096539162113,Female,540.4,19,Iowa,iowa,0.703096539162113
2003,ID,0.7132243684992571,Female,480,16,Idaho,idaho,0.7132243684992571
2003,IL,0.6787330316742082,Female,600,17,Illinois,illinois,0.6787330316742082
2003,IN,0.7,Female,540.4,18,Indiana,indiana,0.7
2003,KS,0.7282184655396619,Female,560,20,Kansas,kansas,0.7282184655396619
2003,KY,0.705691401150277,Female,500,21,Kentucky,kentucky,0.705691401150277
2003,LA,0.6631944444444444,Female,477.5,22,Louisiana,louisiana,0.6631944444444444
2003,MA,0.7146881287726358,Female,710.4,25,Massachusetts,massachusetts,0.7146881287726358
2003,MD,0.7199983359853567,Female,692.3,24,Maryland,maryland,0.7199983359853567
2003,ME,0.7294662271165041,Female,520,23,Maine,maine,0.7294662271165041
2003,MI,0.6932889628397115,Female,600,26,Michigan,michigan,0.6932889628397115
2003,MN,0.7096388741370153,Female,641.4,27,Minnesota,minnesota,0.7096388741370153
2003,MO,0.7150007150007149,Female,550,29,Missouri,missouri,0.7150007150007149
2003,MS,0.683695652173913,Female,471.75,28,Mississippi,mississippi,0.683695652173913
2003,MT,0.713150192401979,Female,480,30,Montana,montana,0.713150192401979
2003,NC,0.7002080624187257,Female,538.46,37,North Carolina,north carolina,0.7002080624187257
2003,ND,0.6714137432949357,Female,462.5,38,North Dakota,north dakota,0.6714137432949357
2003,NE,0.6537679543516757,Female,498.4,31,Nebraska,nebraska,0.6537679543516757
2003,NH,0.6270869565217391,Female,576.92,33,New Hampshire,new hampshire,0.6270869565217391
2003,NJ,0.7024431550282421,Female,730,34,New Jersey,new jersey,0.7024431550282421
2003,NM,0.6746026168959848,Female,480,35,New Mexico,new mexico,0.6746026168959848
2003,NV,0.7302497302497303,Female,561.73,32,Nevada,nevada,0.7302497302497303
2003,NY,0.6837555555555556,Female,615.38,36,New York,new york,0.6837555555555556
2003,OH,0.7146430358036161,Female,550,39,Ohio,ohio,0.7146430358036161
2003,OK,0.7222302470027445,Female,500,40,Oklahoma,oklahoma,0.7222302470027445
2003,OR,0.72,Female,576,41,Oregon,oregon,0.72
2003,PA,0.7137144201364385,Female,576.46,42,Pennsylvania,pennsylvania,0.7137144201364385
2003,RI,0.6958554847329307,Female,625,44,Rhode Island,rhode island,0.6958554847329307
2003,SC,0.7273292093249413,Female,538.5,45,South Carolina,south carolina,0.7273292093249413
2003,SD,0.7538461538461538,Female,490,46,South Dakota,south dakota,0.7538461538461538
2003,TN,0.7075,Female,495.25,47,Tennessee,tennessee,0.7075
2003,TX,0.7046007046007046,Female,542,48,Texas,texas,0.7046007046007046
2003,UT,0.7150007150007149,Female,550,49,Utah,utah,0.7150007150007149
2003,VA,0.6747602339181286,Female,576.92,51,Virginia,virginia,0.6747602339181286
2003,VT,0.7487316421895861,Female,560.8,50,Vermont,vermont,0.7487316421895861
2003,WA,0.6775542483235292,Female,625.4300000000001,53,Washington,washington,0.6775542483235292
2003,WI,0.7142839455731778,Female,576.92,55,Wisconsin,wisconsin,0.7142839455731778
2003,WV,0.6896551724137931,Female,480,54,West Virginia,west virginia,0.6896551724137931
2003,WY,0.612713811590503,Female,480,56,Wyoming,wyoming,0.612713811590503
2004,AK,0.7036025917028071,Female,676.5350000000001,02,Alaska,alaska,0.7036025917028071
2004,AL,0.6957756308500739,Female,508.445,01,Alabama,alabama,0.6957756308500739
2004,AR,0.7448537421827718,Female,461.53,05,Arkansas,arkansas,0.7448537421827718
2004,AZ,0.7341245564664138,Female,600,04,Arizona,arizona,0.7341245564664138
2004,CA,0.73,Female,730,06,California,california,0.73
2004,CO,0.7248626817447497,Female,673.0350000000001,08,Colorado,colorado,0.7248626817447497
2004,CT,0.7081007751937984,Female,730.76,09,Connecticut,connecticut,0.7081007751937984
2004,DC,0.6815355805243446,Female,727.88,11,District of Columbia,district of columbia,0.6815355805243446
2004,DE,0.7581871547759366,Female,656.12,10,Delaware,delaware,0.7581871547759366
2004,FL,0.72115,Female,576.92,12,Florida,florida,0.72115
2004,GA,0.800536427828562,Female,585,13,Georgia,georgia,0.800536427828562
2004,HI,0.7428592653121866,Female,600,15,Hawaii,hawaii,0.7428592653121866
2004,IA,0.728000728000728,Female,560,19,Iowa,iowa,0.728000728000728
2004,ID,0.6920245900522062,Female,507.69,16,Idaho,idaho,0.6920245900522062
2004,IL,0.6500048750365628,Female,600,17,Illinois,illinois,0.6500048750365628
2004,IN,0.7150007150007149,Female,550,18,Indiana,indiana,0.7150007150007149
2004,KS,0.72115,Female,576.92,20,Kansas,kansas,0.72115
2004,KY,0.7222222222222222,Female,520,21,Kentucky,kentucky,0.7222222222222222
2004,LA,0.6719032240407248,Female,491,22,Louisiana,louisiana,0.6719032240407248
2004,MA,0.7336947791164659,Female,730.76,25,Massachusetts,massachusetts,0.7336947791164659
2004,MD,0.7486451322084601,Female,730.76,24,Maryland,maryland,0.7486451322084601
2004,ME,0.7027027027027027,Female,520,23,Maine,maine,0.7027027027027027
2004,MI,0.688695652173913,Female,633.6,26,Michigan,michigan,0.688695652173913
2004,MN,0.6947589098532494,Female,662.8,27,Minnesota,minnesota,0.6947589098532494
2004,MO,0.6779661016949152,Female,560,29,Missouri,missouri,0.6779661016949152
2004,MS,0.7032767700409596,Female,480.76,28,Mississippi,mississippi,0.7032767700409596
2004,MT,0.7159493670886076,Female,480.76,30,Montana,montana,0.7159493670886076
2004,NC,0.7673849428039372,Female,576.92,37,North Carolina,north carolina,0.7673849428039372
2004,ND,0.6689895470383276,Female,480,38,North Dakota,north dakota,0.6689895470383276
2004,NE,0.7105263157894737,Female,540,31,Nebraska,nebraska,0.7105263157894737
2004,NH,0.6844953836357848,Female,645,33,New Hampshire,new hampshire,0.6844953836357848
2004,NJ,0.710409472126295,Female,720,34,New Jersey,new jersey,0.710409472126295
2004,NM,0.6875,Female,550,35,New Mexico,new mexico,0.6875
2004,NV,0.7157816377171216,Female,576.92,32,Nevada,nevada,0.7157816377171216
2004,NY,0.7204220698321904,Female,665,36,New York,new york,0.7204220698321904
2004,OH,0.6845238095238095,Female,575,39,Ohio,ohio,0.6845238095238095
2004,OK,0.7017543859649122,Female,500,40,Oklahoma,oklahoma,0.7017543859649122
2004,OR,0.6753724351166495,Female,576.66,41,Oregon,oregon,0.6753724351166495
2004,PA,0.72115,Female,576.92,42,Pennsylvania,pennsylvania,0.72115
2004,RI,0.7159090909090909,Female,630,44,Rhode Island,rhode island,0.7159090909090909
2004,SC,0.7256400000000001,Female,544.23,45,South Carolina,south carolina,0.7256400000000001
2004,SD,0.7428647837520614,Female,500,46,South Dakota,south dakota,0.7428647837520614
2004,TN,0.7404179317735311,Female,518.2,47,Tennessee,tennessee,0.7404179317735311
2004,TX,0.7185936096496857,Female,560,48,Texas,texas,0.7185936096496857
2004,UT,0.6666666666666666,Female,538.46,49,Utah,utah,0.6666666666666666
2004,VA,0.6784989341912575,Female,600,51,Virginia,virginia,0.6784989341912575
2004,VT,0.75,Female,600,50,Vermont,vermont,0.75
2004,WA,0.6985975125694628,Female,660,53,Washington,washington,0.6985975125694628
2004,WI,0.6987550692619647,Female,567.735,55,Wisconsin,wisconsin,0.6987550692619647
2004,WV,0.7278601997146933,Female,510.23,54,West Virginia,west virginia,0.7278601997146933
2004,WY,0.6508563899868248,Female,494,56,Wyoming,wyoming,0.6508563899868248
2005,AK,0.72,Female,720,02,Alaska,alaska,0.72
2005,AL,0.7032509752925877,Female,540.8,01,Alabama,alabama,0.7032509752925877
2005,AR,0.7647130796525143,Female,500,05,Arkansas,arkansas,0.7647130796525143
2005,AZ,0.745477844222412,Female,602.115,04,Arizona,arizona,0.745477844222412
2005,CA,0.7360157016683022,Female,750,06,California,california,0.7360157016683022
2005,CO,0.707206223414766,Female,680,08,Colorado,colorado,0.707206223414766
2005,CT,0.7238095238095238,Female,760,09,Connecticut,connecticut,0.7238095238095238
2005,DC,0.6666695555709631,Female,769.23,11,District of Columbia,district of columbia,0.6666695555709631
2005,DE,0.7780346820809249,Female,673,10,Delaware,delaware,0.7780346820809249
2005,FL,0.7194976220940058,Female,596.075,12,Florida,florida,0.7194976220940058
2005,GA,0.746740918871029,Female,590,13,Georgia,georgia,0.746740918871029
2005,HI,0.7114904862579282,Female,673.07,15,Hawaii,hawaii,0.7114904862579282
2005,IA,0.7396410256410256,Female,576.92,19,Iowa,iowa,0.7396410256410256
2005,ID,0.6887439242773089,Female,538.46,16,Idaho,idaho,0.6887439242773089
2005,IL,0.7034632034632035,Female,650,17,Illinois,illinois,0.7034632034632035
