state,year,gdp,pop,unemp_rate,poverty_rate,gdp_per_capita
TN,2009,252332.8,6306.019,10.1,17.2,40014.595579239445
TN,2010,257776,6355.518,9.8,17.8,40559.40050834566
TN,2011,269814.2,6400.298,9.1,18.4,42156.50583769693
TN,2012,286341.5,6455.752,8,18,44354.47644209381
TN,2013,295862.7,6496.943,7.8,17.8,45538.75568863695
TN,2014,306153.1,6544.617,6.6,18.2,46779.376088776466
TN,2015,325294,6595.354,5.6,16.7,49321.689176956985
TN,2016,336413.9,6651.277,4.7,15.8,50578.8437318127
TN,2017,350838.7,6714.748,3.7,15,52248.974942916706
TN,2018,363055.5,6778.18,3.5,15.2,53562.386953429974
TN,2019,380128.5,6830.325,3.4,13.8,55653.06189676187
TN,2020,379007.1,6920.119,7.4,13.6,54768.87030410893
TX,2000,738677,20944.499,4.4,14.6,35268.30601199866
TX,2001,773375.5,21319.622,5,15,36275.29137242677
TX,2002,789817.6,21690.325,6.3,15.4,36413.35941254914
TX,2003,833342.3,22030.931,6.7,16.2,37826.01379850902
TX,2004,913444.4,22394.023,6,16.2,40789.65177449358
TX,2005,995252.4,22778.123,5.5,17.5,43693.345584269606
TX,2006,1103197.6,23359.58,5,16.9,47226.77376904893
TX,2007,1191093.1,23831.983,4.4,16.3,49978.76592980114
TX,2008,1244294.9,24309.039,4.9,15.8,51186.51132198191
TX,2009,1169607.7,24801.761,7.5,17.1,47158.25219023762
TX,2010,1245959.4,25241.897,8.2,17.9,49360.76714044114
TX,2011,1341334.4,25645.504,8,18.5,52302.90658354774
TX,2012,1421180.1,26084.12,6.7,17.9,54484.4947807325
TX,2013,1515195.6,26479.646,6.3,17.5,57221.14260893065
TX,2014,1579299.5,26963.092,5.2,17.2,58572.640704560145
TX,2015,1573498.4,27468.531,4.5,15.9,57283.674907842724
TX,2016,1579014.9,27914.064,4.6,15.6,56567.00149430051
TX,2017,1673234.3,28291.024,4.3,14.7,59143.645701901776
TX,2018,1809396.7,28624.564,3.9,14.9,63211.32786511613
TX,2019,1858757.8,28986.794,3.5,13.6,64124.29743006419
TX,2020,1789933.4,29217.653,7.7,13.4,61262.052773369585
UT,2000,70295.9,2244.502,3.3,8.8,31319.15231084668
UT,2001,73057.6,2283.715,4.4,9.4,31990.68184953026
UT,2002,75796.9,2324.815,5.7,9.7,32603.411454244742
UT,2003,78945.4,2360.137,5.6,10,33449.49890620756
UT,2004,86081.9,2401.58,5,10.3,35843.86112475953
UT,2005,95355.1,2457.719,4,10.5,38798.21086137187
UT,2006,106537.3,2525.507,2.8,10.7,42184.51978157257
UT,2007,114813.4,2597.746,2.6,9.8,44197.31567289488
UT,2008,117178.9,2663.029,3.3,9.7,44002.111880869496
UT,2009,113985.4,2723.421,7.3,11.7,41853.75672729262
UT,2010,118669.8,2775.413,7.9,13.3,42757.528339025586
UT,2011,125565,2814.797,7.1,13.6,44608.900748437634
UT,2012,129512.5,2854.146,4.8,13,45376.97090478202
UT,2013,135450.4,2898.773,4.2,12.6,46726.80475497736
UT,2014,142150.1,2938.327,3.6,11.8,48377.90348044993
UT,2015,149153.4,2983.626,3.5,11.2,49990.648962034786
UT,2016,157827.3,3044.241,3.3,10.2,51844.54844409492
UT,2017,168649.9,3103.54,3.1,9.7,54341.13947298891
UT,2018,184457.5,3155.153,2.9,9.1,58462.299609559355
UT,2019,196538.9,3203.383,2.6,8.8,61353.54405014949
UT,2020,202133.4,3281.684,4.7,7.3,61594.41311229234
VT,2000,18341.1,609.618,2.8,8.8,30086.21792663602
VT,2001,19323.2,612.223,3.3,8.9,31562.35554691673
VT,2002,20273,615.442,3.8,9.3,32940.553293405384
VT,2003,21293.2,617.858,4.4,9.2,34462.934849107725
VT,2004,22938.2,619.92,3.7,8.7,37001.871209188284
VT,2005,23608.6,621.215,3.5,10.4,38003.91168918973
VT,2006,24331.5,622.892,3.7,10.2,39062.148815525
VT,2007,24797.7,623.481,3.9,10.1,39772.98426094781
VT,2008,25999.3,624.151,4.5,10.4,41655.46478336172
VT,2009,26099.2,624.817,6.2,11.5,41770.95053431645
VT,2010,27406.6,625.886,6.3,12.4,43788.485443035956
VT,2011,28418.7,627.197,5.6,11.9,45310.64402412639
VT,2012,29241.3,626.361,4.8,11.9,46684.420006992776
VT,2013,29289.6,626.603,4.4,12.3,46743.47234213689
VT,2014,30099.4,625.693,4,12,48105.70039939715
VT,2015,30933.3,625.81,3.5,10.4,49429.21973122833
VT,2016,31661.2,624.366,3.1,11.3,50709.359574352224
VT,2017,32266.1,625.132,3,10.8,51614.8589417915
VT,2018,33066.8,624.802,2.6,10.7,52923.64621111969
VT,2019,34230.8,624.046,2.3,10.1,54853.00763084773
VT,2020,34018.6,642.495,5.6,9.4,52947.64939804979
VA,2000,268470.9,7105.817,2.3,8.9,37781.8483082241
VA,2001,285635.9,7198.362,3.3,8.8,39680.68013250792
VA,2002,295355.7,7286.873,4.4,9.6,40532.571378697015
VA,2003,311665.7,7366.977,4.3,10,42305.77888325157
VA,2004,332115.1,7475.575,4.1,9.5,44426.69627419964
VA,2005,358069.7,7577.105,3.8,10,47256.79530638681
VA,2006,376235.7,7673.725,3.3,9.6,49029.08300727482
VA,2007,391699.8,7751,3.3,9.9,50535.38898206683
VA,2008,404634.9,7833.496,4.3,10.2,51654.44649489832
VA,2009,410967.4,7925.937,6.8,10.6,51850.954656843736
VA,2010,426992.4,8024.004,7.3,11.1,53214.380252053714
VA,2011,435180.3,8102.437,6.6,11.6,53709.8036060015
VA,2012,445973.6,8187.456,5.9,11.8,54470.35074142688
VA,2013,457640.5,8255.861,5.6,11.7,55432.19538216547
VA,2014,465181.8,8315.43,5.1,11.8,55942.00179665994
VA,2015,483786.5,8367.303,4.4,11.2,57818.69020400002
VA,2016,496021.1,8417.651,4,11,58926.30853904492
VA,2017,511114.9,8471.011,3.7,10.7,60336.94207220366
VA,2018,532906.5,8510.92,3,10.7,62614.44121199588
VA,2019,557764.4,8556.642,2.8,9.9,65184.96391458238
VA,2020,556992.6,8632.044,6.2,9.2,64526.15394453504
WA,2000,237378.2,5910.512,5.1,9.6,40162.03672372208
WA,2001,238418.6,5985.722,6,9.9,39831.218355947705
WA,2002,245978.5,6052.349,7.1,10.3,40641.82353000463
WA,2003,255370.2,6104.115,7.2,11,41835.74523088114
WA,2004,268378.3,6178.645,6.3,11.6,43436.43306906287
WA,2005,293676,6257.305,5.6,12,46933.30435387119
WA,2006,314265.2,6370.753,5,11.8,49329.364990292364
WA,2007,342024.2,6461.587,4.6,11.4,52931.91904713192
WA,2008,354794.1,6562.231,5.2,11.3,54066.07905146893
WA,2009,351245,6667.426,8.3,12.3,52680.74966261342
WA,2010,365497.8,6743.009,9.1,13.5,54203.96146586783
WA,2011,379574.9,6827.479,8.5,13.9,55595.17649193795
WA,2012,400530.6,6898.599,7.7,13.6,58059.70168725563
WA,2013,419092.4,6966.252,6.6,14.1,60160.3846659581
WA,2014,440648,7057.531,5.9,13.2,62436.565988870614
WA,2015,466689.7,7167.287,5.4,12.2,65113.856888945564
WA,2016,487275.1,7299.961,5.2,11.3,66750.37031019754
WA,2017,519409.6,7427.951,4.6,11,69926.36327299412
WA,2018,564313.9,7526.793,4.4,10.3,74974.01615801046
WA,2019,595231.8,7614.024,4.3,9.8,78175.71891026349
WA,2020,612969.1,7718.785,8.5,9.5,79412.64072000969
WV,2000,42495.6,1807.021,5.6,15.5,23516.93754527479
WV,2001,43973.3,1801.481,5.4,16.7,24409.527494322727
WV,2002,45580.8,1805.414,6.5,16.1,25246.73011287162
WV,2003,47039.9,1812.295,6.6,16.3,25955.983987154406
WV,2004,49741.4,1816.438,5.8,16.2,27384.03402703533
WV,2005,53492.5,1820.492,5.5,18,29383.540273728202
WV,2006,57010,1827.912,5.2,17.6,31188.591135678304
WV,2007,59273.5,1834.052,4.8,17.1,32318.331214164045
WV,2008,62694.8,1840.31,4.7,17.4,34067.521232835774
WV,2009,63600.7,1847.775,8.3,17.8,34420.153968962666
WV,2010,65998.7,1854.265,8.7,18.2,35592.91687002666
WV,2011,69234.1,1856.606,7.8,18.7,37290.67987499772
WV,2012,70322.2,1857.446,7.2,18,37859.62014508093
WV,2013,71481.5,1854.768,6.7,18.4,38539.32135986819
WV,2014,72648.2,1850.569,6.5,18.3,39257.22304869475
WV,2015,71318.5,1843.332,6.6,18,38689.99181916225
WV,2016,70924.4,1832.435,6.1,17.9,38705.00181452548
WV,2017,74820.1,1818.683,5.2,18.5,41139.71483760502
WV,2018,79192.9,1805.953,5.2,17.4,43851.03045317347
WV,2019,79325.6,1795.263,4.9,16.2,44186.06076101385
WV,2020,76547.9,1789.798,8.2,15.8,42769.016391793935
WI,2000,180427.3,5373.999,3.4,8.1,33574.12236213665
WI,2001,188163.1,5406.835,4.4,8.1,34800.969513587894
WI,2002,194658.8,5445.162,5.3,8.5,35748.94557774405
WI,2003,203339.2,5479.203,5.6,8.9,37111.090791854214
WI,2004,215537.1,5514.026,5,10.9,39088.87988558632
WI,2005,227297,5546.166,4.8,10.2,40982.72572440132
WI,2006,237569.3,5577.655,4.7,10.9,42593.04313371838
WI,2007,245839.5,5610.775,4.8,10.8,43815.60479612888
WI,2008,246814.5,5640.996,4.9,10.5,43753.70945130966
WI,2009,247210,5669.264,9,12.4,43605.307496705034
WI,2010,256432.9,5690.538,8.5,13.2,45063.03270446485
WI,2011,266364.4,5705.84,7.6,13.1,46682.767129817876
WI,2012,277107.1,5720.825,6.9,13.2,48438.31090795471
WI,2013,284270.9,5738.012,6.7,13.5,49541.70538507066
WI,2014,295696,5753.199,5.3,13.2,51396.796808175764
WI,2015,307507.9,5762.927,4.4,12.1,53359.67295785632
WI,2016,314073.3,5775.17,3.9,11.8,54383.386116772315
WI,2017,318310.4,5793.147,3.3,11.3,54946.02501887144
WI,2018,332498.6,5809.319,3,11.1,57235.38335560501
WI,2019,345236.4,5824.581,3.2,10.4,59272.31503862682
WI,2020,340591.1,5892.323,6.3,10,57802.516936019965
WY,2000,17152.5,494.3,3.8,10.4,34700.586688246
WY,2001,18708.3,494.657,3.8,10.5,37820.75256187621
WY,2002,19165.6,500.017,4,10.6,38329.89678350936
WY,2003,21193.6,503.453,4.3,10.8,42096.48169739777
WY,2004,23429.4,509.106,3.8,10.3,46020.67153009393
WY,2005,27576.3,514.157,3.6,10.6,53634.00673335187
WY,2006,32740.3,522.667,3,10.3,62640.84015252541
WY,2007,36950.8,534.876,2.6,9.5,69082.92763182496
WY,2008,42819.3,546.043,2.9,9.5,78417.4506403342
WY,2009,36252,559.851,6.3,10.2,64752.94319381406
WY,2010,37680.7,564.531,6.9,11.4,66746.91026710668
WY,2011,39751.4,567.491,6.2,11.3,70047.63071132406
WY,2012,38855.4,576.656,5.5,11.9,67380.55270386505
WY,2013,39289.8,582.62,4.8,10.9,67436.4079502935
WY,2014,40310.6,583.159,4.3,11.2,69124.54407803017
WY,2015,38426.9,586.389,4.2,10.6,65531.41344738732
WY,2016,35879,585.243,5.4,10.9,61306.158296639165
WY,2017,36980.7,579.994,4.3,10.8,63760.48717745355
WY,2018,39171.7,579.054,4.1,10.7,67647.74960539085
WY,2019,39428,580.116,3.7,9.9,67965.7172013873
WY,2020,36330.4,577.267,5.8,9.2,62935.17557733249
